SYMBOL	meta2d_pvalue
Vmn1r219	1.03545e-05
Vmn1r221|||Vmn1r189|||Vmn1r209|||Vmn1r207-ps|||Vmn1r-ps103|||Vmn1r199|||Vmn1r214|||Vmn1r213|||Vmn1r205|||Vmn1r210|||Vmn1r203|||Vmn1r220|||Vmn1r219|||Vmn1r217|||Vmn1r191|||Vmn1r196|||Vmn1r206|||Vmn1r222|||Vmn1r188	1.29408
Vmn1r223|||Vmn1r204|||Vmn1r202|||Vmn1r193	7.14634
Hist1h4h	4.09825
Hist1h2af|||Hist1h2ao|||Hist1h2ah|||Hist1h2ab|||Hist1h2ai|||Hist1h2an|||Hist1h2ap|||Hist1h2ag|||Hist1h2ae|||Hist1h2ad|||Hist1h2ac|||H2afx|||Hist2h2aa1|||Hist2h2ac|||Hist1h2ak|||Hist2h2aa2|||H2afj|||Hist2h2ab|||Hist1h2al	3.04406e-12
Hist1h3g|||Hist1h3a|||Hist1h3c|||Hist1h3b|||Hist1h3h|||Hist1h3i|||Hist1h3f|||Hist1h3d|||Hist1h3e|||Hist2h3c2|||Hist2h3b|||Hist2h3c1	0.0978586
Hist1h3f	0
Hist1h1d	9.97305e-06
Hist1h2bg	0
Hist1h3d|||Hist1h2ad	1.54746e-10
Hist1h2ad|||Hist1h2ao|||Hist1h2ah|||Hist1h2ab|||Hist1h2af|||Hist1h2ai|||Hist1h2an|||Hist1h2ap|||Hist1h2ag|||Hist1h2ae|||Hist1h2ac|||H2afx|||Hist2h2aa1|||Hist2h2ac|||Hist1h2ak|||Hist2h2aa2|||H2afj|||Hist2h2ab|||Hist3h2a|||Hist1h2al	4.09292e-11
Hist1h3d|||Hist1h3a|||Hist1h3g|||Hist1h3c|||Hist1h3b|||Hist1h3h|||Hist1h3i|||Hist1h3f|||Hist2h3c2|||Hist1h3e|||Hist2h3b|||Hist2h3c1	1.39739
Hist1h4d	0
Hist1h2bc	19.188
Hist1h1t	0.268327
Hist1h1c	0
Hist1h2bb	1.34509
Hist1h2ab	0.46322
Hist1h3b|||Hist1h3f|||Hist1h3a|||Hist1h3g|||Hist1h3c|||Hist1h3d|||Hist1h3e|||Hist1h3h|||Hist1h3i|||Hist2h3c2|||Hist2h3b|||Hist2h3c1	0.079867
Hist1h4b|||Hist1h4h|||Hist1h4i|||Hist1h4a|||Hist1h4c|||Hist1h4j|||Hist1h4k|||Hist1h4m|||Hist1h4d|||Hist1h4f|||Hist1h4n	0.334081
Hist1h1a	0
Trim38	0.823353
Slc17a2	8.86279e-09
Slc17a3	0
Slc17a1	2.93922
Hist1h2aa	2.75309
Cmah	0
Ripor2	5.15979
BC005537	0.00571019
Tdp2	3.95303e-13
D130043K22Rik	0.304379
Gpld1	4.4725
Dcdc2a	4.13525
Prl	1.70939
Prl3d1|||Prl3d2|||Prl3d3	3.74975e-07
Prl3d2|||Prl3d1|||Prl3d3	3.14576e-13
Prl3d3	3.79288e-07
Prl3c1	0.0220104
Prl3b1	0.149032
Prl3a1	2.16145e-10
Prl6a1	4.52962
Prl8a2	1.39322e-11
Prl2a1	1.87962e-05
Prl2c1	0.00296454
Prl4a1	8.60692e-08
Prl5a1	0.562972
Mboat1	1.53024
Agtr1a	6.21224e-12
Dusp22	6.48694e-14
Irf4	1.98494e-06
Gm5447	1.45832e-10
Foxq1	0
Foxf2	0.101021
Foxc1	4.45073e-06
Wrnip1	3.31557
Serpinb6b	1.29899e-13
Serpinb9	2.03998e-09
Serpinb9b	0
Serpinb1b	0.234053
Serpinb9d	3.65534
Serpinb9e	0.298385
Serpinb9f|||Serpinb9g|||Serpinb9e|||Gm11397|||Serpinb9d	0.0759188
Gm11397|||Serpinb9g|||Serpinb9f|||Serpinb9e|||Serpinb9d	0.0175171
Serpinb9g|||Serpinb9f|||Gm11397|||Serpinb9e|||Serpinb9d	0.00593028
Serpinb6d	0
Nqo2	10.9429
Ripk1	1.13528
Bphl	1.09533
Psmg4	1.4519
Fam50b	0.395549
Prpf4b	0.300354
4933417A18Rik|||Gm16984	0
Cdyl	0
Ppp1r3g	0.620184
Fars2	0
Ly86	3.76496
Rreb1	0.149032
Riok1	0
Dsp	5.91531e-08
Snrnp48	6.18172
Bmp6	1.7409e-11
Gcnt2	6.27087e-09
Pak1ip1	2.88308e-15
Tmem14c	3.0947
Tmem170b	0.00673625
Gm5082	0.705814
Gm10790	1.39365e-12
Hivep1	0.149033
Edn1	0
Phactr1	0.000705987
Sirt5	8.3444e-11
Nol7	0.149082
Rnf182	0
Cd83	0.681902
Jarid2	0.0896933
Mylip	0
Gmpr	0.51791
5033430I15Rik	2.03546
Stmnd1	1.44333e-05
Rbm24	0.907481
Cap2	3.05771
Fam8a1	3.05077
Kdm1b	0
Rnf144b	0
Id4	2.61062
A830005F24Rik	0.000363863
Barx1	0
Fam120aos	0.58238
Ninj1	3.48981e-12
Bicd2	3.51756
Ippk	0
Ecm2	5.80145
Aspn	7.78755e-10
Omd	0.286098
Ogn	0.424447
Nol8	3.07109
Iars	5.60648e-06
2310081J21Rik|||Gm23952	0.0033398
Fbxw17	0
Nutm2	0
Gm904|||Gm8765|||Gm906	0.279755
Gm8765|||Gm906|||Gm904|||Gm8700	1.34467
Pus7	3.19833e-07
Spin1	2.59968
Nxnl2	1.67449
S1pr3	4.92508e-11
Cks2	0.00362359
Secisbp2	0
Gadd45g	2.36292e-06
Syk	0.876498
Sfxn1	2.69867
Hrh2	0
Cplx2	5.9387e-11
Simc1	4.41411
Arl10	3.20422
Higd2a	1.76192e-10
Faf2	1.43367
Cdhr2	16.0194
Eif4e1b	0
Tspan17	3.09855
Unc5a	0.487652
Zfp346	1.77837e-10
Fgfr4	0
Nsd1	0.253275
Prelid1	10.8585
Rgs14	4.46056
Slc34a1	2.12067e-13
BC038268	0
Grk6	3.6879e-10
Prr7	1.64499
Tmed9	1.12258e-06
B4galt7	0
Caml	0
Ddx46	0
B230219D22Rik	0
Txndc15	3.18373
Pcbd2	0.131799
Catsper3	0.21784
Gm10782	0
Slc25a48	0.423065
Fbxl21	27.2994
Tgfbi	0.393202
Smad5	2.85759
Idnk	0
Rpl17|||Rpl17-ps8|||Rpl17-ps10|||Gm6133|||Hk1	0
Ntrk2	2.59008
Naa35	0.00386223
Gm5084	0
Dapk1	0
Carnmt1	5.58189
BC052688|||Selenok	0
Zfp808|||Zfp934|||Gm3325|||Gm5141	2.29722
Me1	1.47838e-09
2010111I01Rik	0
2010111I01Rik|||Mir23b	0
2010111I01Rik|||Mir27b	0
2010111I01Rik|||Mir24-1	0.189926
Ercc6l2	1.82128
Habp4	2.53141
1810034E14Rik	2.31848e-12
Cdk20	0
Spata31	0.483898
Spata31d1c	0.299497
Olfr466	0.279648
Zfp369	0.102045
Gm10139	3.41745
Gm10324|||Gm31714	0.00378864
Gm10767	2.5853
Ptdss1	5.98779
Zfp759	0.2186
Zfp87|||Zfp738|||Zfp729a|||Zfp748|||Rslcan18|||Zfp65	1.05981
Rsl1	0.0035547
Zfp455	2.55116
F630042J09Rik	0.010835
Zfp85os	0
Zfp273	0.872376
Gm10037	1.56747
BC048507	0.000169698
Fastkd3	2.52095
1700001L19Rik	1.18682
Nsun2	2.53198
Med10	7.51797e-08
8030423J24Rik	0.00197862
Irx2	0.000366467
Irx4	2.45594e-05
Mrpl36	4.56922
Lpcat1	5.50262
Slc6a3	2.45062e-14
Clptm1l	0.716535
Tert	1.00908e-14
Slc6a19os	0
Slc12a7	0
Brd9	0
Zdhhc11	0.291847
Tppp	0
Slc9a3	2.26258
Ccdc127	1.30208
Mir692-3|||Mir692-2|||LOC100862446|||Ftl1	0.00318475
Erap1	0.0950741
Pcsk1	1.0793
Mir682|||Rpl37a	1.7093
Ell2	0
Glrx	0.00466997
Spata9	3.45206e-07
Ttc37	0
Mctp1	0.0552709
2210408I21Rik	8.38823
Fam172a	0
Pou5f2	0
Arrdc3	0.28815
Actg1|||Actb	0.00249522
Lysmd3	0.0403279
Mblac2	2.17346e-10
Cetn3	2.81532
Mef2c	7.84694
Gm10759	2.12652e-05
Ndufc1	1.15323e-14
Mir9-2	1.22637
Tmem161b	0
Ccnh	2.34903
Edil3	0.105419
Hapln1	0
Tmem167	2.99274e-07
Ssbp2	1.85933
Acot12	1.13405e-06
Dhfr	4.17497
Ankrd34b	1.06286
Serinc5	4.71764e-10
Mtx3	8.64423
Gm4814	0.342187
Homer1	0.0161792
Dmgdh	0.0422906
Arsb	2.83424
Lhfpl2	3.67501e-06
Ap3b1	0.0201866
Tbca	4.20462
Otp	0
Wdr41	4.70809e-11
Zbed3	0
F2rl2	1.56733e-08
Poc5	0.75755
Col4a3bp	0
Gcnt4	2.20716e-13
Fam169a	0.0102833
Gfm2	1.03419
Enc1	7.53037
Lncenc1	0
Ankra2	0.151079
LOC102637808	0
Foxd1	0.262066
Gm807	1.29657
Zfp366	1.44154e-15
Mrps27	0.0202831
Serf1	0.832095
Smn1	3.07314e-10
Taf9|||Ak6	3.13283
Ccdc125	6.61764e-12
LOC102639950	0
Cd180	9.7716
Gm5454|||Etv1	0
Sgtb	11.4161
Trim23	0.0989045
Cenpk	1.11221
Adamts6	3.97321e-12
Srek1ip1	0.673809
4933425L06Rik	9.97787e-10
Htr1a	0
Esco1	0
Dimt1	0.727794
3830408C21Rik	0.180416
Smim15	6.28198
Ercc8	0.000395666
Elovl7	0
Depdc1b|||Gm41056	7.66811e-10
Rps3a1	7.15423
Pde4d	3.00461
Plk2	19.6166
Actbl2	3.63589e-13
Mier3	0
Ankrd55	9.79125
Il6st	3.58291e-09
Slc38a9	0.202628
Plpp1	4.18368e-13
Dhx29	1.80004e-07
Ccno	0.21806
Mcidas	0
Cdc20b	0.00843542
Mir449c	0
Mir449a	0.110289
Esm1	6.86664e-06
BC067074	3.74925
Arl15	8.83586
4930544M13Rik	0.464105
Mocs2	0.020185
Rpl34-ps1|||Rpl34|||Gm4705	0
Hmgb1|||Hmgb1-rs17|||Gm21596	0
Emb	0.0330843
Hcn1	3.35642
Fgf10	8.67656
Paip1	1.63377
4833420G17Rik	1.03963
Tmem267	0.260979
Fam208b	0.632189
Calml3	3.04523
Net1	2.04474
Ucn3	0.64877
Akr1c18	0.280095
Akr1c12	8.50462e-12
LOC102638797	0.371462
Akr1c20	0.901798
Akr1e1	11.7536
Pfkp	4.6199
Wdr37	8.52219
Rpl10a	0.0216339
Idi2	8.14353e-07
Gtpbp4	1.49865
Zmynd11	3.75331
Chrm3	0
Ryr2	3.48824e-10
Gm10336|||Mtr	1.78377
Mtr	2.54016
Actn2	1.29899e-13
Lgals8	5.00971
Edaradd	0
Gpr137b-ps	0.153163
Prl2c3|||Prl2c4|||Prl2c2	1.86234
Gpr137b	0
Tbce	0.573304
Ggps1	1.64699
Hecw1	0.0316628
Mrpl32	0.537892
Sugct	0.00181893
Cdk13	1.93219
Rala	9.64502
Pou6f2	0.932984
Trgv2|||Tcrg-V3	0.00237778
Stard3nl	3.13111
Epdr1	0.00297708
Nme8	0.000486967
A530099J19Rik	0.0131601
Gpr141	7.73596e-07
Srsf10	3.64616
Olfr1370	0
Olfr1368	0
Gpx5	0.00926909
Zkscan3	0
Pgbd1	2.73975
Zscan26	3.61852
Nkapl	0
Zfp389	1.14042e-13
Zkscan8	2.26176
Olfr1366	0.400289
Olfr1535	2.3822
Olfr1364	0.245695
Olfr1362	3.4171
Olfr11	3.86979
Olfr1361	0
Olfr1360|||Olfr1359	1.27175
Hist1h2bl|||Hist1h2bq|||Hist1h2br|||Hist1h2bp|||Hist1h2bk|||Hist1h2bj|||Hist1h2bm|||Hist1h2bc|||Hist1h2be|||Hist1h2bf|||Hist1h2bg|||Hist1h2bh|||Hist1h2bn|||Hist1h2bb	2.55677
Hist1h2ao|||Hist1h2ah|||Hist1h2ab|||Hist1h2af|||Hist1h2ai|||Hist1h2an|||Hist1h2ap|||Hist1h2ag|||Hist1h2ae|||Hist1h2ad|||Hist1h2ac|||H2afx|||Hist2h2aa1|||Hist2h2ac|||Hist1h2ak|||Hist2h2aa2|||H2afj|||Hist2h2ab|||Hist3h2a|||Hist1h2al	0
Hist1h4k|||Hist1h4h|||Hist1h4i|||Hist1h4a|||Hist1h4b|||Hist1h4c|||Hist1h4j|||Hist1h4m|||Hist1h4d|||Hist1h4f|||Hist1h4n	4.24288e-05
Hist1h2ak	0.879575
Hist1h1b	4.3603e-06
Hist1h3i|||Hist1h3a|||Hist1h3g|||Hist1h3c|||Hist1h3b|||Hist1h3h|||Hist1h3f|||Hist1h3d|||Hist1h3e|||Hist2h3c2|||Hist2h3b|||Hist2h3c1	0.0032435
Hist1h2an|||Hist1h2ao|||Hist1h2ah|||Hist1h2ab|||Hist1h2af|||Hist1h2ai|||Hist1h2ap|||Hist1h2ag|||Hist1h2ae|||Hist1h2ad|||Hist1h2ac|||H2afx|||Hist2h2aa1|||Hist1h2ak|||Hist2h2aa2|||Hist2h2ac|||H2afj|||Hist2h2ab|||Hist3h2a|||Hist1h2al	6.72239e-13
Hist1h4n|||Hist1h4m|||Hist1h4i|||Hist1h4k|||Hist1h4h|||Hist1h4a|||Hist1h4b|||Hist1h4c|||Hist1h4j|||Hist1h4d|||Hist1h4f	8.37596e-05
Prss16	0
Hist1h2ah|||Hist1h2ao|||Hist1h2ab|||Hist1h2af|||Hist1h2ai|||Hist1h2an|||Hist1h2ap|||Hist1h2ag|||Hist1h2ae|||Hist1h2ad|||Hist1h2ac|||H2afx|||Hist2h2aa1|||Hist2h2ac|||Hist1h2ak|||Hist2h2aa2|||H2afj|||Hist2h2ab|||Hist3h2a|||Hist1h2al	0
Hist1h4i	9.87972
Hist1h2ag|||Hist1h2ao|||Hist1h2ah|||Hist1h2ab|||Hist1h2ai|||Hist1h2an|||Hist1h2ap|||Hist1h2ae|||Hist1h2ad|||Hist1h2ac|||Hist1h2af|||Hist1h2ak|||H2afx|||Hist2h2aa1|||Hist2h2ac|||H2afj|||Hist2h2aa2|||Hist2h2ab|||Hist1h2al|||Hist3h2a	1.36684e-09
Vmn1r189	4.2639
Vmn1r191|||Vmn1r-ps103|||Vmn1r214|||Vmn1r219|||Vmn1r217|||Vmn1r189|||Vmn1r207-ps|||Vmn1r196|||Vmn1r221|||Vmn1r199|||Vmn1r213|||Vmn1r203|||Vmn1r220|||Vmn1r222|||Vmn1r188|||Vmn1r209|||Vmn1r205|||Vmn1r212	1.44731
Vmn1r192	6.2482e-06
Vmn1r193	2.74656e-05
Vmn1r202	1.82049
Vmn1r205	2.70685e-05
Vmn1r206	0
Vmn1r208	0
Vmn1r209|||Vmn1r207-ps|||Vmn1r189|||Vmn1r196|||Vmn1r221|||Vmn1r-ps103|||Vmn1r214|||Vmn1r213|||Vmn1r206|||Vmn1r205|||Vmn1r210|||Vmn1r203|||Vmn1r219|||Vmn1r191	0
Vmn1r210	0
Vmn1r211	0
Vmn1r212	0.0958515
Vmn1r217	4.93823
Vmn1r220	0.417792
Vmn1r222	0.149257
Zfp322a	1.19345
Abt1	0
Btn1a1	1.12761
Btn2a2	8.68209e-12
Hist1h2bh	2.67766e-09
Hist1h4f	0
Hist1h3e|||Hist1h3h|||Hist1h3i|||Hist1h3f|||Hist1h3a|||Hist1h3g|||Hist1h3c|||Hist1h3b|||Hist1h3d|||Hist2h3c2|||Hist2h3b|||Hist2h3c1	1.02053e-10
Hist1h2ae	0
Hist1h2bf|||Hist1h2bq|||Hist1h2br|||Hist1h2be|||Hist1h2bc|||Hist1h2bp|||Hist1h2bk|||Hist1h2bg|||Hist1h2bh|||Hist1h2bl|||Hist1h2bm|||Hist1h2bn|||Hist1h2bb|||Hist1h2bj	4.36822
Hist1h2be|||Hist1h1e	3.41603
Hist1h2ac	0.118423
Hist1h4c	4.15777e-07
Hfe	6.77768
Hist1h3c|||Hist1h3f|||Hist1h3a|||Hist1h3g|||Hist1h3b|||Hist1h3d|||Hist1h3h|||Hist1h3i|||Hist1h3e|||Hist2h3c2|||Hist2h3b|||Hist2h3c1	0.792676
Hist1h4a|||Hist1h4h|||Hist1h4i|||Hist1h4b|||Hist1h4c|||Hist1h4j|||Hist1h4k|||Hist1h4m|||Hist1h4f|||Hist1h4n|||Hist1h4d	0.000462399
Hist1h3a|||Hist1h3g|||Hist1h3c|||Hist1h3b|||Hist1h3h|||Hist1h3i|||Hist1h3f|||Hist1h3d|||Hist1h3e|||Hist2h3c2|||Hist2h3b|||Hist2h3c1	2.41174
Slc17a4	0.200609
Hist1h2ba	0.0201928
Scgn	0
Carmil1	13.0037
Gmnn	0
Acot13	0
Aldh5a1	2.23055
Mrs2	3.51805e-07
Nrsn1	8.38464
Hdgfl1	0.0524132
Prl2b1	2.00307
Prl8a6	2.40216e-06
Prl8a8	0
Prl8a9	0.282831
Prl8a1	0.000274413
Prl7b1	2.58924
Prl7a1	9.13274e-10
Prl7a2	6.79504e-10
Prl7d1	0
Prl7c1	0.563486
Sox4	4.53467e-11
Cdkal1	5.83581e-06
E2f3	0
Uqcrfs1	0.241417
Exoc2	4.13811
Hus1b	0.00225319
1700018A04Rik	0
Gmds	9.97466e-10
Mylk4	0
Serpinb1a	0.271494
Serpinb1c	0
Serpinb9c	2.71146e-06
Serpinb6e	7.83492e-06
Serpinb6c	5.67206e-07
Serpinb6a	0.0511889
Tubb2a	0.130675
Tubb2b	0.0736355
Slc22a23	4.62795e-10
Pxdc1	4.74398e-09
Fam217a	0.169036
Eci3	0
Eci2	0
Rpp40	1.19853
Lyrm4	7.88438
Tmed10-ps|||Tmed10	0
Nrn1	3.40118
F13a1	0
Ssr1	2.52138
Cage1	7.74494e-05
Txndc5	1.04824
Bloc1s5	1.17114e-10
Eef1e1	0
Slc35b3	0.00376714
Ofcc1	0
Tfap2a	3.84036
Mak	0.982861
Gcm2	0
Elovl2	9.29858e-06
Nedd9	1.41587e-08
Adtrp	3.85172
Tbc1d7	1.62211e-06
Gfod1	2.886e-09
Ranbp9	0.101696
Mcur1	1.06216
Dtnbp1	0.0207133
Atxn1	0.371997
Nup153	0
Kif13a	0
Nhlrc1	9.18757e-07
Tpmt	0
Dek	1.35911
4931429P17Rik	5.80348
Zfp169	0
Mirlet7d	0
Mirlet7f-1	4.15104
Mirlet7a-1	0
Ptpdc1	0
Phf2	0.0207336
Fam120a	0.0268402
Wnk2	0.332658
Card19	0
Susd3	0.020185
Fgd3	1.42873e-13
Cenpp	8.92965
Gapdh|||Gapdh-ps15|||Gm12070|||3000002C10Rik|||Gm6498|||Gm5523|||Gm5069	6.45711
Gm906|||Gm8765|||Gm904|||Gm8700	3.11813
Mir683-1|||Mir683-2	0.00016755
Hist1h2al|||Hist2h2aa1|||Hist2h2ac|||Hist2h2aa2|||H2afx|||Hist1h2ao|||Hist1h2ah|||Hist1h2ab|||Hist1h2af|||H2afj|||Hist1h2ai|||Hist1h2ak|||Hist1h2an|||Hist1h2ap|||Hist1h2ag|||Hist1h2ae|||Hist1h2ad|||Hist1h2ac|||Hist2h2ab	9.12443e-06
Shc3	19.2324
Sema4d	0
Diras2	0.0327273
Auh	0.389342
Nfil3	21.002
Ror2	3.12137e-07
Sptlc1	6.72369e-11
Gm38564	0
Msx2	0
Drd1	5.62013e-07
Thoc3	3.8184e-05
4833439L19Rik	1.64504
Nop16	0.0795997
Cltb	5.50477
Rnf44	0
Gprin1	0.393806
Sncb	2.71296e-06
Hk3	0
Uimc1	0
Rab24	9.36362e-13
Mxd3	0.324146
Lman2	6.05288e-05
Pfn3	0.0644383
F12	1.16186
Dbn1	7.48785
Pdlim7	0.718454
Dok3	4.56823
Ddx41	0
Fam193b	5.52877
4930451E10Rik	3.08196e-10
Pitx1	0
H2afy	7.96084e-12
Tifab	0
Neurog1	2.84432e-09
Cxcl14	6.26958
Il9	6.57946
Lect2	2.69296
Trpc7	0.387771
Spock1	0.291591
Klhl3	0
Hnrnpa0	7.43035e-13
Ubqln1	5.67145e-05
Gkap1	7.15061
Kif27	6.91791
2210016F16Rik	0
Mir7-1	1.95201e-12
Slc28a3	5.0454e-14
Agtpbp1	0.0212669
Golm1	5.01163e-11
4921517D22Rik	0.00297361
Spata31d1a	0.000422893
Spata31d1d	0.130022
Zcchc6	0
Gas1	1.27016e-13
BC051665	0
Ctsll3	3.80656e-08
4930486L24Rik	2.39457
Ctla2b	1.95693
Tpbpb	0.932355
Ctla2a	6.50691
Tpbpa	3.2565e-06
Ctsj	0
Ctsq	0.112863
Ctsr	1.05717
Cts6	3.66238e-06
Cts8	9.85535e-05
Cts7	2.85825e-08
Ctsm|||Cts3	1.19644
Cts3|||Ctsm	5.62201e-14
Mir713	2.55169e-05
Rps18	0.785278
Zfp935	0
Zfp934|||Zfp808|||Gm5141|||Gm3325|||Zfp935	3.1085
4933434E20Rik	3.96163
6720489N17Rik	1.27025
Platr25	2.06253
Fbp2	0.0542694
Fbp1	1.56373
Fancc	0
Ptch1	2.30506
Hsd17b3	1.50466
Slc35d2	1.08454
Zfp367	0.214141
Cdc14b	0.248692
Aaed1	0.150937
Ctsl	0
Cntnap3	1.01167
Prss47	0.856493
Mfsd14b	1.19114
Nlrp4f|||Nlrp4g	2.40543e-09
Vmn2r84|||Vmn2r121|||Vmn2r85|||Vmn2r86|||Vmn2r87|||Vmn2r16|||Vmn2r17|||Vmn2r123|||Vmn2r89|||Vmn2r122|||Vmn2r88|||Vmn2r-ps159|||Vmn2r10	0.00010887
Rybp-ps|||Rybp	0
Gm17449|||Gm10772	0
Vmn2r84|||Vmn2r121|||Vmn2r85|||Vmn2r86|||Vmn2r87|||Vmn2r123|||Vmn2r89|||Vmn2r122|||Vmn2r88|||Vmn2r-ps159|||Vmn2r16|||Vmn2r17	3.55765e-05
Gm33043	0.00444725
2410141K09Rik|||BC049692	1.01181
Zfp640	0.00299632
Vmn2r84|||Vmn2r121|||Vmn2r85|||Vmn2r86|||Vmn2r87|||Vmn2r16|||Vmn2r17|||Vmn2r123|||Vmn2r89|||Vmn2r122|||Vmn2r88|||Vmn2r-ps159	7.53548e-05
Mterf3	5.16814
Zfp708|||Rslcan18	1.12374
Rslcan18	0
Zfp458	4.54904
Zfp457	1.06754e-12
Zfp595	0.00363365
Zfp953	0
Zfp456	3.39582e-08
Zfp459	0.829209
Zfp874a|||Zfp459	0
Zfp874b	0.567721
Zfp58	2.06589e-12
Zfp87	0.00038645
Zfp748	0
Zfp729b	2.32024e-09
Zfp729a	4.65448e-05
Zfp738	3.93381e-09
Zfp65	0.0512418
Zfp85	0
Mtrr	0.427124
Adcy2	6.90755
Papd7	3.0703e-10
Srd5a1	2.50408e-09
Ube2ql1	0.0203352
Ice1	3.43047
Adamts16	1.96505e-09
Irx1	0.0218183
Ndufs6	0.00296012
Slc6a18	0.162857
Slc6a19	0.21889
Nkd2	0
Trip13	0.545335
Cep72	0
Exoc3	4.26802
Ahrr	1.95679e-08
Pdcd6	0.00795803
Sdha	7.20571
Lrrc14b	3.18994e-11
Zfp72	2.18688
Zfp825	0.0511887
Cast	3.45164
Rhobtb3	0.218047
Rfesd	6.68476
Gpr150	2.07914
Arsk	2.12445
Fam81b	1.15529e-05
Slf1	0
Nr2f1	2.93654e-09
Adgrv1	0.372725
Polr3g	0
Rps2|||Gm10653	0.142712
Rasa1	1.62382
Cox7c|||Gm12338	6.18216e-07
Vcan	0
Xrcc4	0.246316
Atp6ap1l	8.64925e-15
Atg10	1.19986e-06
Hnrnpk	0.755234
4833422C13Rik	1.12713e-08
Zcchc9	1.38548e-13
Ckmt2	0
Rasgrf2	0.926953
Msh3	3.14801e-12
Fam151b	0.151004
Zfyve16	0
Spz1	0
Thbs4	0
Cmya5	1.50063
Papd4	0
Jmy	6.03695e-11
Bhmt	2.29002e-07
Bhmt2	0
Scamp1	11.5758
LOC105245651	0
Gm9776	0.149223
Pde8b	2.21141
Aggf1	0.371733
Crhbp	2.59478e-14
S100z	8.21679e-14
F2rl1	0
F2r	1.91923
Iqgap2	4.32463e-15
Sv2c	1.49536e-11
Ankdd1b	0
Polk	1.25413
Hmgcr	1.41431e-13
1700029F12Rik	4.89592e-10
Hexb	1.28576
5330416C01Rik	3.53712
Arhgef28	5.08553e-08
Utp15	0
Btf3	2.12976e-05
Gapdh|||Gm12070|||Gapdh-ps15|||Gm5069|||Gm5523	0.000744586
Tmem174	0.000587174
Tmem171	0
Fcho2	0.759694
Tnpo1	0.0853968
1700024P04Rik	0.785388
Ptcd2	4.2848
Map1b	15.2345
Cartpt	0.0512184
Mccc2	12.3348
Bdp1	0.000574858
BC001981	0
Naip2	1.73059
Naip5	0
Naip6|||Naip7	1.30314e-09
Naip1	0
Gtf2h2	0.580124
Ocln	0.0033532
Marveld2	0.679851
Rad17	0
Cdk7	3.02045
Cenph	0.186857
Slc30a5	6.48625e-05
Pik3r1	1.30852
Mast4	9.45832e-08
Srek1	5.93192
Erbin	0
Nln	0
Trappc13	0.497944
Ppwd1	0.00149308
Cwc27	2.89773
Fam159b	0.00800771
Rgs7bp	3.4597e-14
Rnf180	1.60086
Ipo11	4.02725
Kif2a	8.78542e-09
Apoo-ps|||Apoo	2.32311
Zswim6	0
Ndufaf2	0.000287742
Gm27572	1.72003e-09
Rab3c	11.1081
Gapt	1.24035
Gpbp1	0.0517356
Map3k1	0.215546
Il31ra	11.2789
Ddx4	0.094518
Skiv2l2	2.55719
Gpx8	0.217765
Gzma	1.27542e-06
Gzmk|||Gm41069	0
Snx18	1.43185
Hspb3	0.0107906
A430090L17Rik	0
Ndufs4	4.76727
Fst	0.224943
Itga2	6.61837
Itga1	2.81335
Pelo	0.57676
Isl1	3.34758e-13
Parp8	0.106512
H3f3a|||H3f3c|||Gm12657	1.46446
Mrps30	1.23348e-12
Gm10732	2.45062e-14
Nnt	0.170954
3110070M22Rik	1.97525
Zfp131	0
Nim1k	0
Hmgcs1	0
Gm3500	1.37203e-12
Gm2897|||Gm38690|||Gm3264|||Gm3488|||Gm3558|||2610042L04Rik|||Gm3020|||Gm10409|||Gm3002|||Gm2956|||Gm10406|||Gm3173|||Gm3095|||Gm33933|||Gm38418|||Gm16525|||Gm8108|||Gm3317|||Gm3373|||Gm3194|||Gm3239|||Gm3739|||Gm3248|||LOC100861615|||Gm3005|||LOC101055754	1.23797e-05
Gm2956|||Gm3002|||Gm5796|||Gm10406|||Gm3317|||Gm10408|||Gm3488|||Gm3500|||Gm3558|||Gm3383|||Gm3667|||Gm3264|||Gm3173|||Gm3095|||Gm38690|||Gm10340|||Gm33933|||Gm3476|||Gm3159|||Gm3373|||Gm3739|||Gm3696|||Gm5458|||Gm5797|||Gm2897|||Gm5795|||2610042L04Rik|||Gm10413|||4930555G01Rik|||Gm3020|||Gm10409|||Gm2244|||Gm2888|||Gm3278|||Gm8050|||Gm8279|||Gm3043|||Gm8246|||Gm8271|||Gm16434|||Gm3594|||Gm6337|||Gm38418|||Gm3424|||Gm3012|||Gm3127|||Gm3642|||Gm16440|||Gm16525|||Gm8108|||Gm3194|||Gm3239|||Gm3248	5.76617e-15
Gm3500|||Gm3383|||Gm10413|||Gm2244|||Gm8246|||Gm3012|||Gm3373|||Gm3194|||Gm3173|||Gm10406|||Gm10340|||Gm2237|||Gm5796|||Gm3005|||Gm3696|||Gm5795|||Gm3558|||Gm3002|||Gm3667|||Gm5458|||Gm5797|||Gm2897|||Gm3317|||Gm3264|||Gm10408|||Gm3488|||2610042L04Rik|||Gm3636|||4930555G01Rik|||D830030K20Rik|||Gm3020|||Gm10409|||Gm2888|||Gm3278|||Gm8050|||Gm8279|||Gm3095|||Gm3043|||Gm8271|||Gm16434|||Gm33933|||Gm3594|||Gm3476|||Gm6337|||Gm3424|||Gm3127|||Gm3642|||Gm16440|||Gm3739|||Gm9602|||Gm3159	0
